발언내용,2021일부,2021전체
"""저것은 서라벌고등학교 사학비리 한 단면만 보여드린 겁니다. 오늘 제가 사립학교 비리의 많은 부분이 있는데 그중에서 한 가지만 우리 교육감님한테 질의를 드리겠습니다. 사립학교 교원채용이 과연 공정한가, 그러니까 이사장과 친인척 관계 교원채용 현황을 살펴보면, 물론 사립학교법 제53조의2에 따라 교사의 채용을 공개채용으로 해야 한다고 되어 있어요. 이렇게 되어 있음에도 불구하고 학교법인 이사장의 친인척 교원 채용현황을 보면 서울시 학교 수가 27개 교입니다. 이것은 2020년 10월 기준이고요. 교사 28명, 교감 1명, 교장 4명 이렇게 친인척 교원으로 채용을 했고 그리고 이사장과 교장 간의 친인척 현황을 보면 교장선생님들이 이사장의 아들, 동생, 자녀 이렇게 채용됐어요. 그리고 또 한 가지는 사립학교 사무직원 인사관리가 반드시 필요한데 이 부분 역시 사립학교법 제70조의2에 의거해서 법인 정관으로 정의돼 있는데도 불구하고, 세부사항에 사무직원 친인척 채용 현황을 올 7월 기준으로 살펴보면 설립자와 친인척 관계가 행정실장 22명, 6급부터 8급 이하가 13명, 총 35명입니다. 그리고 이사장과 친인척 관계가 행정실장 10명, 5급부터 8급까지가 4명, 총 14명입니다. 이렇게 사립고등학교의 교원 채용에 심각한 비리가 있는 겁니다. 그래서 제가 오늘 교육감님한테 단호히 말씀드립니다. 이 사립학교라는 것은 사립학교법에 의해서 많은 부분들이 이루어지고 있습니다. 물론 사립학교법이 바뀌지 않는 한, 친인척 교장 채용이나 행정실장, 행정직에 대한 법적근거는 물론 없습니다. 그러나 계속 사학비리가 발생하고 있기 때문에 비록 법적근거가 부족하다 할지라도 교육감님이 할 수 있는 권리, 권한, 즉 행정 수단이나 정책적 수단을 총 동원해서 과감하게 밀어붙일 의향은 없는지? 일례를 들면 교장선생님의 교장연수를 과감하게 안 시킨다든지……. 그래서 교육청에서 교육감님의 비리사학에 대한 단호한 조치를 촉구합니다. 이 부분에 대해서 교육감님의 명쾌한 답변을 부탁드리겠습니다.""",부정,중립
"""전 위원님이 사실 현재 사립학교법의 공백지점 이 부분에 대해서 정확히 지적을 하신 것 같습니다. 아까 양민규 위원님도 일부 이 지점을 지적하셨는데요. 고민지점이 아까 말씀드린 대로 행정실 직원들을 법인에 의해서 자기 정관에 의해서 선발을 하니까 얼마든지 친인척이 들어올 가능성이 있고요. 특별히 일차적으로 교장, 교감이 33명 중에 5명이고 교원이 28명으로 아까 말씀하신 것처럼 지금 되어 있습니다. 지금 전 위원님 요청하신 것처럼 법의 한계 내에서도 행ㆍ재정적으로 이 부분에 대해서 단호한 방법이 없는가 하는 것이 쟁점인데요. 일단 교장연수 부분에 대해서는 저희가 수용을 않는 것을 단호하게 고민하겠습니다. 그리고 일차적으로 교장연수에 참여하도록, 왜냐하면 사립학교에서 임명을 하더라도 교장연수는 사후적으로 받아야 됩니다. 그래서 그 부분을 저희가 않는 것까지도 검토를 하겠다는 말씀을 드리고요. 저희가 사무직원들의 경우에 특별히 행정실장이 아까 말씀드린 대로 49명 중에 30명이 넘는 상황인데요. 이 부분은 저희가 절차가 정당한지를 점검하는 과정이 있습니다. 그 부분에 대해서도 치밀하게 검토를 해서, 그 이후 방식은 저희가 사무직원의 인건비를 지급을 하지 않는 방안이 있습니다. 그래서 그 부분까지도 폭넓게 검토를 해서 지금 국민들의 눈높이가 이런 친인척이 학교를 좌우하거나 친인척이 회계업무 책임을 맡아서 비리를 은폐하거나 이런 것에 대해서는 용납을 안 하시는 것 같습니다. 그 부분에 대해서는 저희가 전향적으로 검토를 하겠습니다. 그리고 보고를 드리도록 하겠습니다.""",긍정,중립
"""교육감님 반갑습니다. 교육지원청 지방공무원 정원 배정 관련해서 어떻게 보면 교육지원청별로 업무도, 이렇게 보면 학생 수, 학교 수 등 관할 규모에 따라서 지원청의 규모가 다른데 인력을 똑같이 배치하고 있더라고요, 거의 균등하게 100명 정도.""",긍정,중립
이렇게 하는 것은 부당하다고 생각이 드는데 학생 수나 학교 수에 비례해서 인력도 맞춰줘야 되지 않겠느냐. 제도 개선이 되어야 될 필요성이 있다고 느껴집니다.,부정,긍정
나머지 강동송파나 강남서초 이런 데는 학교도 많고 학생 수도 많으면서 인원은 똑같고 그래서 업무가 과중하다 이렇게 보이기 때문에 그것을 개선해 줬으면 좋겠다 그런 말씀을 드립니다.,부정,중립
"""그리고 그전에 제가 처음에 여기 왔을 때 소수직렬, 식품위생직들을 행정직으로 전직을 해 줬단 말이죠. 그런데 그분들이 나중에 가서 보니까 근무평정을 60% 정도만 적용해 주다 보니 어려움이 있었고 그래서 근무평정에서 등급이 400등 정도 되던 것이 600등으로 한번 떨어졌더라고. 그렇게 됐는데 계속해서 죽죽 떨어지다 보니까 지금 현재 800등까지 가 있는 경우가 있는데 이것을 어떻게 보면 동일 직급, 동일 단위기관, 동일 업무를 수행함에 있어서도 지역청별로 이게 다르더라 이거지. 지역청별로 150등 되는 데도 있고 800등 가는 데도 있더라 이 말이지요. 업무가 다르고 성격이 다르면 그것은 얘기할 수 없겠는데 업무 성격은 똑같으면서도 이렇게 지역청별로 다른 것은 인사의 형평성에 문제가 있지 않느냐, 이것을 제도 개선해야 될 필요가 있지 않느냐 그런 생각이 들어요. 왜 이런 현상이 빚어졌나 이렇게 보니까 전체적으로 교육행정 7급 직급 경력사항에 155명, 76명, 85명, 83명 이렇게 있는데 각 교육지원청별로 하다 보니까 그것이 잘 안 된다는 거지. 그러니까 교육행정 7급 이하의 직급이 많이 포진되어 있는 데는 승진에 지장이 있고 적게 있는 데는 혜택이 가는 경우로 불공정하게 인사행정이 이루어지고 있다. 승진에 관한 평정이 이루어지고 있다 이렇게 해서 이것도 제도 개선해야 될 필요성이 있지 않느냐. 전체를 놓고 이렇게 봐야지 지역청별로 봐서 등급을 변경할 수 없도록 되어 있기 때문에 이런 현상이 빚어지고 있다고 보기 때문에 이것을 제도 개선을 해야 될 필요성이 있다. 어느 지원청에 가 있든지 동일 직급, 동일 일을 할 경우에는 불공정한 그런 인사행정이 이루어지지 않아야 되지 않겠느냐 그런 생각이 드는데 우리 교육감님 생각은 어떠신지 모르겠네요?""",중립,부정
그렇죠. 그것이 문제가 있기 때문에 인원배치를 공정하게 비등하게 해 주든지 그렇지 않으면 그것을 한꺼번에 풀로 모아서 평정을 하든지…….,부정,중립
이상입니다.,긍정,중립
그러면 시간 안배를 하는 것도 중요하지 않겠습니까?,긍정,중립
"""한유총 부분은 저희가 일단 대법원 상고를 했기 때문에, 다행히 이런 법적 과정에서 지난번 항소에서 한유총이 승리하면서 앞으로 집단행동은 자제하겠다, 안 하겠다 이렇게 했는데 일단 상고는 끝까지 가는 겁니다. 저희가 단호한 의지를 보여야 되니까요.""",부정,중립
"""어떤 법적 절차는 간다 하더라도, 그 결과가 어떤 결과로 나온다 하더라도 결과적으로 유아교육의 공공성 강화 측면은 우리가 지속적으로 노력해야 될 부분이지 않겠습니까?""",긍정,중립
당연합니다.,긍정,부정
우리 교육청 자체적으로 예산을 편성해서라도 증액해서라도 해야 되지 않겠느냐…….,긍정,중립
"""안녕하십니까? 서울특별시교육청 교육연수원장 송형세입니다. 서울교육연수원이 혁신미래교육을 선도하는 희망의 배움터가 되도록 많은 관심과 아낌없는 지원을 해주시는 존경하는 최기찬 위원장님과 김용연ㆍ전병주 부위원장님을 비롯한 여러 위원님들을 모시고 교육연수원의 2020년도 주요업무보고를 드리게 되어 기쁘게 생각합니다. 지금부터 우리 원의 주요업무를 보고드리겠습니다. 보고는 일반현황, 업무평가 및 개선방향, 주요업무 순입니다. 2020년 교육위원회 행정사무감사 주요업무보고 책자를 참고하시기 바랍니다. 먼저 일반현황에 대해 말씀드리겠습니다. 4쪽과 5쪽의 조직 및 시설현황입니다. 우리 연수원은 5부 3과로 교육전문직 26명, 일반직 44명 등 총 70명의 직원이 근무하고 있으며, 방배동의 본원과 서초문화예술정보고 내 연수지원센터를 활용하여 서울교육혁신 및 교직원의 전문성 신장을 위한 연수를 실천하고 있습니다. 7쪽 예산현황입니다. 9월 30일 기준 본 예산액은 96억 4,000만 원이며, 3ㆍ4차 추경을 통한 감액 12억 8,800만 원과 재배정사업 예산 14억 6,600만 원을 포함한 예산현액은 98억 1,800만 원입니다. 다음은 업무평가 및 개선방향입니다. 14쪽 2020년 우리 연수원 업무 성과입니다. 코로나19 예방조치 강화로 인하여 밀접접촉을 줄이고 사회적 거리두기 운영으로 집합 연수를 축소하고 비대면 연수를 확대하였습니다. 비대면 연수 확대는 표와 같습니다. 다양한 연수방법 지원을 위한 인프라 구축 및 연수방법을 개선하였고, 교원 자격연수 평가방법을 개선하여 연수생 만족도를 향상시켰습니다. 15쪽 2020년 연수운영 개선방향으로 포스트 코로나 시대에 따른 수요자 맞춤형 연수방식 다양화 및 연수 콘텐츠 연구, 스마트 연수 환경 구축과 디지털 콘텐츠의 효율적 활용을 위한 기반을 마련하고 있으며, 교육행정 역량강화를 위한 생애주기 기반 연수를 강화하는 등 혁신미래교육의 학교 현장 안착을 위해 힘쓰고 있습니다. 2020년 주요업무에 대해 보고서를 중심으로 간략히 말씀드리겠습니다. 첫 번째 추진과제 혁신미래교육을 위한 전문성 신장 연수에 대한 내용입니다. 21쪽 전문역량 함양을 위한 수업혁신 연수 관련입니다. 우리 원은 전문역량 함양을 위한 수업혁신 연수를 운영하여 수업나눔 문화 확산 및 수업혁신 역량을 강화하도록 지원하였으며, 배움이 느린 학생의 잠재력 및 가능성 개발ㆍ지도 역량강화 연수, 글로벌 시민 양성을 위한 외국어 교육을 지원하였습니다. 특히 코로나19 사태로 인하여 새롭게 온라인 수업 역량강화를 위해 노력하고 있습니다. 또한 급변하는 교육환경과 다양한 교육행정 수요에 능동적으로 대처할 수 있는 전문역량을 강화하는 연수로 전문역량 함양을 위한 교육행정 연수를 운영하였습니다. 30쪽 혁신미래교육을 위한 리더십 연수 관련입니다. 우리 원에서는 학교 현안과제 해결능력과 실무능력을 향상시키고, 미래사회 변화를 선도할 수 있는 비전과 역량을 가진 리더를 육성하고자 혁신미래교육을 위한 리더십 연수를 운영하였으며, 혁신미래교육의 공유 및 확산을 위한 연수로 미래사회에 대응하기 위한 혁신미래교육 선도연수, 교육공동체와 함께하는 혁신미래교육 확산을 위한 연수 40과정을 운영하였습니다. 38쪽 미래 진로교육 연계 맞춤형 교육과정 연수 관련입니다. 초등 디지털 리터러시와 미디어 교육 직무연수 3과정, 원격 교원의 진로코칭 역량강화 직무연수 등 68과정의 맞춤식 진로교육 연수를 운영하였고, 자율적 성장을 지원하는 교육과정 연수를 운영하여 학생 과목 선택권 확대를 위한 다양한 교육과정 지도역량을 함양시키고자 하였습니다. 예산집행 현황은 예산현액 7억 원, 집행액 3억 500만 원으로 43.5%를 집행하였습니다. 두 번째 추진과제 평화와 공존을 위한 민주시민교육 연수입니다. 47쪽 민주시민교육 및 세계시민교육 연수 관련 사항입니다. 우리 원은 민주시민교육 및 세계시민교육 연수를 운영함으로써 다양한 문화와 보편적 가치에 대한 이해와 합리적 의사결정 능력을 가진 창의적 민주시민을 양성하기 위해 총 374개 연수과정을 운영하였습니다. 또한 평화ㆍ통일교육 및 역사교육 연수 총 40과정을 통하여 교직원의 평화감수성 교육 역량 및 국제정세와 한반도 통일 환경 변화 인식 등을 강화하는 데 노력하였습니다. 55쪽 예방과 체험 중심의 안전교육 연수 관련입니다. 우리 원은 안전사고로부터 학생을 보호하는 학교환경을 조성하기 위하여 예방과 체험 중심의 안전교육 연수로 총 99과정을 추진하였습니다. 그리고 평화ㆍ인권 존중의 학교문화 조성을 위한 연수 총 114과정 운영을 통해 학생인권 증진 및 인권 교육에 대한 인식을 개선하여 인권이 존중되는 평화로운 학교문화를 조성하는 데 기여하고자 하였습니다. 61쪽 공감 배려의 독서ㆍ인문교육 연수 관련 사항입니다. 우리 원은 공감 배려의 독서ㆍ인문교육 연수 총 41과정, 문ㆍ예ㆍ체 교육 활성화 연수 그리고 협력적 인성교육 연수 총 75과정을 운영하여 창의ㆍ인성 교육을 통해 교직원의 인문학적 감수성과 소통 능력을 향상시키도록 지원하고자 노력하였습니다. 예산집행 현황은 예산현액 2억 1,400만 원, 집행액 5,900만 원으로 27.3%를 집행하였습니다. 세 번째 추진과제 성장이 있는 삶을 지원하는 생애주기 연수입니다. 73쪽 교직원의 성찰ㆍ치유 연수 관련 사항입니다. 우리 원은 교권 보호 및 교직원의 치유와 재충전을 통한 자기 성장 동기를 부여하기 위하여 교직원의 성찰ㆍ치유 연수를 계획하여 관련 연수 20과정을 운영하였고 향후 18과정을 운영할 예정입니다. 또한 교직원의 성장을 지원하는 연수 총 108과정을 운영하였고, 향후 59과정을 더 운영하여 교원의 성장 단계별 전문성 신장 및 교육전문가로서의 역량강화를 통해 혁신미래교육을 실현하고자 합니다. 82쪽 생애주기별 맞춤식 연수 운영 관련 사항입니다. 우리 원은 교직 생애주기별 맞춤식 연수를 계획하여 유ㆍ초ㆍ중등 신규임용예정교사 직무연수 등 총 15과정을 운영하였으며, 이를 통해 교사의 핵심역량을 강화하는 등 교원의 전문성 신장을 위해 노력하고자 하였습니다. 또한 15과정의 지방공무원 생애주기 교육을 제공하고 향후 10과정을 더 운영하여 생애주기 직급ㆍ경력별 필수 직무역량을 향상시키는 등 학교 현장을 지원하는 데 기여하고자 하였습니다. 예산집행 현황은 예산현액 14억 4,200만 원, 집행액 10억 1,500만 원으로 70.4%를 집행하였습니다. 네 번째 추진과제 소통과 공감의 지원중심 연수입니다. 91쪽, 학교경영 역량 강화를 위한 관리자 연수 관련 사항입니다. 우리 원에서는 소통하며 지원하는 어울림 행정이 이루어지도록 지원하고자 학교관리자 행정력 향상 및 학교행정관리 전문성 제고를 위하여 학교경영 역량 강화를 위한 관리자 연수 9과정을 진행했으며 53개 과정의 교육행정 역량 강화를 위한 연수와 교육활동 집중여건 조성을 위한 교육공무직원 연수를 운영하여 학교현장을 지원하고 수요자 맞춤형 교육을 제공, 교육행정 실무능력 향상을 위해 노력하고자 했습니다. 102쪽, 학교 지원 중심의 연수 관련입니다. 수업혁신과 배움의 공동체를 위한 공모형 맞춤식 연수와 찾아가는 연수원 등 학교지원 중심의 연수를 운영하였고 학교 교육활동에 대한 학부모의 자발적인 참여기반 조성을 위해 소통ㆍ공감의 학부모 교육을 추진하고 또한 초중등 연수협력학교 25교와 특수분야 연수기관을 지정ㆍ운영하여 연수 참여 편리성ㆍ참여도ㆍ만족도 제고 및 다양하고 풍부한 연수 기회를 제공하도록 현장 협력체제 강화를 위한 연수기관 확대에 힘썼습니다. 112쪽, 교원 원격연수 운영의 내실화 관련입니다. 교원 및 교육행정 원격연수 운영의 내실화를 위하여 교육의 참여 기회를 확대하는 다양한 정규과정 원격연수를 운영하는 등 교원 전문성과 지방공무원과 교육공무직원의 교육행정 역량을 신장시키고 교육수요를 반영한 원격연수를 운영하기 위해 노력하였습니다. 예산집행 현황은 예산현액 11억 5,300만 원, 집행액 8억 4,100만 원으로 72.9%를 집행하였습니다. 다섯 번째 추진과제, 수요자 중심의 행정 서비스 제공입니다. 121쪽, 만족도 높은 연수를 위한 강사관리 체계 확립 관련입니다. 만족도 높은 연수를 위한 강사관리 체계 확립을 위하여 강의만족도 검토 등을 통한 우수강사 인력풀제를 활성화하고 원어민 영어 보조교사를 활용한 직무연수 운영을 통해 연수의 질 제고 및 영어교육활동 지원에 힘쓰고 있습니다. 연수교육과정 분석을 통한 현장 적합성 제고 및 연수방법 개선을 통한 효율화에 힘쓰며 타 교육연수기관 및 유관기관과의 네트워크 구축을 통해 연수 운영 역량 강화에 노력하겠습니다. 134쪽, 현장 지원 강화를 위한 조직 문화 구축 관련입니다. 현장 지원 강화를 위한 조직 문화 구축을 위하여 내부 직원 및 외부 연수생 대상 맞춤형 청렴 활동을 추진하였으며 공감과 배려의 조직 문화를 조성하고자 소양교육을 실시하였습니다. 함께 성장하고 만들어가는 연수원 학습공동체를 구축하여 협업과 성찰ㆍ소통의 장을 마련하였습니다. 또한 수요자 중심의 연수를 위한 지원 확대로 연수원 네트워크망 정비, 무선인터넷을 확대 구축하였고 스마트 연수 환경 구축을 위해 종합영상강의실을 개선하였습니다. 실시간 온라인 연수를 위한 스튜디오 3실을 설치하였고 내ㆍ외부 고객 편의시설 및 기자재를 지속적으로 확보하고 있습니다. 연수 시설의 안전 및 이용 편의 강화를 위하여 수영장 내부시설 환경개선사업을 완료하였으며 노후된 수영장 탈의실 사물함을 전면 교체하였고 숙소동 장애인편의시설 설치를 완료하였습니다. 아울러 재정분야 청렴도 향상을 위해 상ㆍ하반기 청렴 재정 연수를 실시하고 공공구매비율 확대 및 통합계약 체결 등 재정 효율화를 위한 업무 개선을 진행하고 있습니다. 예산집행 현황은 예산현액 19억 3,800만 원, 집행액 11억 9,100만 원으로 61.4%를 집행하였습니다. 앞으로도 우리 서울교육연수원은 교직원들의 역량을 고양시키고 학교현장을 지원하는 연수를 통해 학교혁신을 선도하여 서울혁신미래교육 정책이 실현될 수 있도록 최선을 다하겠습니다. 이상으로 주요업무 보고를 마치겠습니다. 감사합니다. (참고) 교육연수원 업무보고서 (회의록 끝에 실음)""",중립,긍정
